rating,date,variation,verified_reviews,feedback,lower_text,rem_numbers,no_punct,tokens,rem_stopwords,lemmatized
5,29-Jul-18,Charcoal Fabric ,As described and received on time.  Do not like automatic enrolment into music.,Positive,as described and received on time.  do not like automatic enrolment into music.,as described and received on time.  do not like automatic enrolment into music.,as described and received on time  do not like automatic enrolment into music,"['as', 'described', 'and', 'received', 'on', 'time', 'do', 'not', 'like', 'automatic', 'enrolment', 'into', 'music']","['described', 'received', 'time', 'like', 'automatic', 'enrolment', 'music']","['described', 'receive', 'time', 'like', 'automatic', 'enrolment', 'music']"
5,29-Jul-18,Charcoal Fabric ,A great device,Positive,a great device,a great device,a great device,"['a', 'great', 'device']","['great', 'device']","['great', 'device']"
3,29-Jul-18,Sandstone Fabric ,I owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since English is her second language she was born in korea. But the sound from the echo is superb. So we’ll keep it..,Positive,i owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since english is her second language she was born in korea. but the sound from the echo is superb. so we’ll keep it..,i owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since english is her second language she was born in korea. but the sound from the echo is superb. so we’ll keep it..,i owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since english is her second language she was born in korea but the sound from the echo is superb so we’ll keep it,"['i', 'owned', 'an', 'echo', 'for', 'overa', 'year', 'but', 'the', 'new', 'lacks', 'the', 'easy', 'way', 'to', 'increase', 'or', 'decrease', 'volume', 'without', 'telling', 'it', 'to', 'increase', 'or', 'decrease', 'volume', 'which', 'is', 'hard', 'to', 'do', 'for', 'my', 'wife', 'since', 'english', 'is', 'her', 'second', 'language', 'she', 'was', 'born', 'in', 'korea', 'but', 'the', 'sound', 'from', 'the', 'echo', 'is', 'superb', 'so', 'we', '’', 'll', 'keep', 'it']","['owned', 'echo', 'overa', 'year', 'new', 'lacks', 'easy', 'way', 'increase', 'decrease', 'volume', 'without', 'telling', 'increase', 'decrease', 'volume', 'hard', 'wife', 'since', 'english', 'second', 'language', 'born', 'korea', 'sound', 'echo', 'superb', '’', 'keep']","['own', 'echo', 'overa', 'year', 'new', 'lack', 'easy', 'way', 'increase', 'decrease', 'volume', 'without', 'tell', 'increase', 'decrease', 'volume', 'hard', 'wife', 'since', 'english', 'second', 'language', 'born', 'korea', 'sound', 'echo', 'superb', '’', 'keep']"
5,29-Jul-18,Charcoal Fabric ,Love this!  Have it in the kitchen and works well!,Positive,love this!  have it in the kitchen and works well!,love this!  have it in the kitchen and works well!,love this  have it in the kitchen and works well,"['love', 'this', 'have', 'it', 'in', 'the', 'kitchen', 'and', 'works', 'well']","['love', 'kitchen', 'works', 'well']","['love', 'kitchen', 'work', 'well']"
5,29-Jul-18,Charcoal Fabric ,Very nice!  I'm impressed - wish she had more to say though.,Positive,very nice!  i'm impressed - wish she had more to say though.,very nice!  i'm impressed - wish she had more to say though.,very nice  im impressed  wish she had more to say though,"['very', 'nice', 'im', 'impressed', 'wish', 'she', 'had', 'more', 'to', 'say', 'though']","['nice', 'im', 'impressed', 'wish', 'say', 'though']","['nice', 'im', 'impressed', 'wish', 'say', 'though']"
5,29-Jul-18,Charcoal Fabric ,Love the product. Nice to have easy access to so much info!!!,Positive,love the product. nice to have easy access to so much info!!!,love the product. nice to have easy access to so much info!!!,love the product nice to have easy access to so much info,"['love', 'the', 'product', 'nice', 'to', 'have', 'easy', 'access', 'to', 'so', 'much', 'info']","['love', 'product', 'nice', 'easy', 'access', 'much', 'info']","['love', 'product', 'nice', 'easy', 'access', 'much', 'info']"
2,29-Jul-18,Sandstone Fabric ,It's got great sound and bass but it doesn't work all of the time. Its still hot or miss when it recognizes things,Negative,it's got great sound and bass but it doesn't work all of the time. its still hot or miss when it recognizes things,it's got great sound and bass but it doesn't work all of the time. its still hot or miss when it recognizes things,its got great sound and bass but it doesnt work all of the time its still hot or miss when it recognizes things,"['its', 'got', 'great', 'sound', 'and', 'bass', 'but', 'it', 'doesnt', 'work', 'all', 'of', 'the', 'time', 'its', 'still', 'hot', 'or', 'miss', 'when', 'it', 'recognizes', 'things']","['got', 'great', 'sound', 'bass', 'doesnt', 'work', 'time', 'still', 'hot', 'miss', 'recognizes', 'things']","['get', 'great', 'sound', 'bass', 'doesnt', 'work', 'time', 'still', 'hot', 'miss', 'recognizes', 'thing']"
4,29-Jul-18,Charcoal Fabric ,We are still discovering all that the Echo can do.,Positive,we are still discovering all that the echo can do.,we are still discovering all that the echo can do.,we are still discovering all that the echo can do,"['we', 'are', 'still', 'discovering', 'all', 'that', 'the', 'echo', 'can', 'do']","['still', 'discovering', 'echo']","['still', 'discover', 'echo']"
5,29-Jul-18,Charcoal Fabric ,Amazing paroduct,Positive,amazing paroduct,amazing paroduct,amazing paroduct,"['amazing', 'paroduct']","['amazing', 'paroduct']","['amaze', 'paroduct']"
4,29-Jul-18,Heather Gray Fabric ,Good hearing range and sound quality. It was a bit complicated to set up and she doesn't quite understand me a lot even when I am speaking slowly and clearly but I love the flash briefing feature and interfacing with my abode home security system.,Positive,good hearing range and sound quality. it was a bit complicated to set up and she doesn't quite understand me a lot even when i am speaking slowly and clearly but i love the flash briefing feature and interfacing with my abode home security system.,good hearing range and sound quality. it was a bit complicated to set up and she doesn't quite understand me a lot even when i am speaking slowly and clearly but i love the flash briefing feature and interfacing with my abode home security system.,good hearing range and sound quality it was a bit complicated to set up and she doesnt quite understand me a lot even when i am speaking slowly and clearly but i love the flash briefing feature and interfacing with my abode home security system,"['good', 'hearing', 'range', 'and', 'sound', 'quality', 'it', 'was', 'a', 'bit', 'complicated', 'to', 'set', 'up', 'and', 'she', 'doesnt', 'quite', 'understand', 'me', 'a', 'lot', 'even', 'when', 'i', 'am', 'speaking', 'slowly', 'and', 'clearly', 'but', 'i', 'love', 'the', 'flash', 'briefing', 'feature', 'and', 'interfacing', 'with', 'my', 'abode', 'home', 'security', 'system']","['good', 'hearing', 'range', 'sound', 'quality', 'bit', 'complicated', 'set', 'doesnt', 'quite', 'understand', 'lot', 'even', 'speaking', 'slowly', 'clearly', 'love', 'flash', 'briefing', 'feature', 'interfacing', 'abode', 'home', 'security', 'system']","['good', 'hearing', 'range', 'sound', 'quality', 'bit', 'complicate', 'set', 'doesnt', 'quite', 'understand', 'lot', 'even', 'speak', 'slowly', 'clearly', 'love', 'flash', 'briefing', 'feature', 'interfacing', 'abode', 'home', 'security', 'system']"
4,29-Jul-18,Charcoal Fabric ,speaker sounds good,Positive,speaker sounds good,speaker sounds good,speaker sounds good,"['speaker', 'sounds', 'good']","['speaker', 'sounds', 'good']","['speaker', 'sound', 'good']"
5,29-Jul-18,Charcoal Fabric ,Absolutely love!!,Positive,absolutely love!!,absolutely love!!,absolutely love,"['absolutely', 'love']","['absolutely', 'love']","['absolutely', 'love']"
5,29-Jul-18,Charcoal Fabric ,The best part of this product is you can control the thermostat and lights for your house.  There isn’t anything I dislike.,Positive,the best part of this product is you can control the thermostat and lights for your house.  there isn’t anything i dislike.,the best part of this product is you can control the thermostat and lights for your house.  there isn’t anything i dislike.,the best part of this product is you can control the thermostat and lights for your house  there isn’t anything i dislike,"['the', 'best', 'part', 'of', 'this', 'product', 'is', 'you', 'can', 'control', 'the', 'thermostat', 'and', 'lights', 'for', 'your', 'house', 'there', 'isn', '’', 't', 'anything', 'i', 'dislike']","['best', 'part', 'product', 'control', 'thermostat', 'lights', 'house', '’', 'anything', 'dislike']","['best', 'part', 'product', 'control', 'thermostat', 'light', 'house', '’', 'anything', 'dislike']"
5,29-Jul-18,Charcoal Fabric ,We're thoroughly enjoying our Amazon Echo. Installation was easy using the Alexa app. I purchased 2 Kasa smart plugs to control our living room lights. Installation again was easy using the Kasa app. They sinqued right up with the Echo. We're enjoying playing music with the Echo and the sound quality is awesome. We've added a Kasa smart bulb for our kitchen. Setup was seamless. We're looking forward to adding more automation to our home.,Positive,we're thoroughly enjoying our amazon echo. installation was easy using the alexa app. i purchased 2 kasa smart plugs to control our living room lights. installation again was easy using the kasa app. they sinqued right up with the echo. we're enjoying playing music with the echo and the sound quality is awesome. we've added a kasa smart bulb for our kitchen. setup was seamless. we're looking forward to adding more automation to our home.,we're thoroughly enjoying our amazon echo. installation was easy using the alexa app. i purchased  kasa smart plugs to control our living room lights. installation again was easy using the kasa app. they sinqued right up with the echo. we're enjoying playing music with the echo and the sound quality is awesome. we've added a kasa smart bulb for our kitchen. setup was seamless. we're looking forward to adding more automation to our home.,were thoroughly enjoying our amazon echo installation was easy using the alexa app i purchased  kasa smart plugs to control our living room lights installation again was easy using the kasa app they sinqued right up with the echo were enjoying playing music with the echo and the sound quality is awesome weve added a kasa smart bulb for our kitchen setup was seamless were looking forward to adding more automation to our home,"['were', 'thoroughly', 'enjoying', 'our', 'amazon', 'echo', 'installation', 'was', 'easy', 'using', 'the', 'alexa', 'app', 'i', 'purchased', 'kasa', 'smart', 'plugs', 'to', 'control', 'our', 'living', 'room', 'lights', 'installation', 'again', 'was', 'easy', 'using', 'the', 'kasa', 'app', 'they', 'sinqued', 'right', 'up', 'with', 'the', 'echo', 'were', 'enjoying', 'playing', 'music', 'with', 'the', 'echo', 'and', 'the', 'sound', 'quality', 'is', 'awesome', 'weve', 'added', 'a', 'kasa', 'smart', 'bulb', 'for', 'our', 'kitchen', 'setup', 'was', 'seamless', 'were', 'looking', 'forward', 'to', 'adding', 'more', 'automation', 'to', 'our', 'home']","['thoroughly', 'enjoying', 'amazon', 'echo', 'installation', 'easy', 'using', 'alexa', 'app', 'purchased', 'kasa', 'smart', 'plugs', 'control', 'living', 'room', 'lights', 'installation', 'easy', 'using', 'kasa', 'app', 'sinqued', 'right', 'echo', 'enjoying', 'playing', 'music', 'echo', 'sound', 'quality', 'awesome', 'weve', 'added', 'kasa', 'smart', 'bulb', 'kitchen', 'setup', 'seamless', 'looking', 'forward', 'adding', 'automation', 'home']","['thoroughly', 'enjoy', 'amazon', 'echo', 'installation', 'easy', 'use', 'alexa', 'app', 'purchase', 'kasa', 'smart', 'plug', 'control', 'living', 'room', 'light', 'installation', 'easy', 'use', 'kasa', 'app', 'sinqued', 'right', 'echo', 'enjoy', 'play', 'music', 'echo', 'sound', 'quality', 'awesome', 'weve', 'add', 'kasa', 'smart', 'bulb', 'kitchen', 'setup', 'seamless', 'look', 'forward', 'add', 'automation', 'home']"
5,29-Jul-18,Charcoal Fabric ,Home entertainment,Positive,home entertainment,home entertainment,home entertainment,"['home', 'entertainment']","['home', 'entertainment']","['home', 'entertainment']"
4,29-Jul-18,Heather Gray Fabric ,"Very cool product. Easy to setup, fun to use and sound quality is much better than I anticipated.",Positive,"very cool product. easy to setup, fun to use and sound quality is much better than i anticipated.","very cool product. easy to setup, fun to use and sound quality is much better than i anticipated.",very cool product easy to setup fun to use and sound quality is much better than i anticipated,"['very', 'cool', 'product', 'easy', 'to', 'setup', 'fun', 'to', 'use', 'and', 'sound', 'quality', 'is', 'much', 'better', 'than', 'i', 'anticipated']","['cool', 'product', 'easy', 'setup', 'fun', 'use', 'sound', 'quality', 'much', 'better', 'anticipated']","['cool', 'product', 'easy', 'setup', 'fun', 'use', 'sound', 'quality', 'much', 'well', 'anticipate']"
5,29-Jul-18,Heather Gray Fabric ,"Love these,  great sound... easy to connect and use...",Positive,"love these,  great sound... easy to connect and use...","love these,  great sound... easy to connect and use...",love these  great sound easy to connect and use,"['love', 'these', 'great', 'sound', 'easy', 'to', 'connect', 'and', 'use']","['love', 'great', 'sound', 'easy', 'connect', 'use']","['love', 'great', 'sound', 'easy', 'connect', 'use']"
5,29-Jul-18,Charcoal Fabric ,"Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well.",Positive,"doesn't work with my fairly new smart tv, but that's mainly the tv manufacturers(lg) fault due to not supporting anything older than tvs from this year. my smart locks also need an additional piece of equipment in order to connect as well. speakers sound great and works very well.","doesn't work with my fairly new smart tv, but that's mainly the tv manufacturers(lg) fault due to not supporting anything older than tvs from this year. my smart locks also need an additional piece of equipment in order to connect as well. speakers sound great and works very well.",doesnt work with my fairly new smart tv but thats mainly the tv manufacturerslg fault due to not supporting anything older than tvs from this year my smart locks also need an additional piece of equipment in order to connect as well speakers sound great and works very well,"['doesnt', 'work', 'with', 'my', 'fairly', 'new', 'smart', 'tv', 'but', 'thats', 'mainly', 'the', 'tv', 'manufacturerslg', 'fault', 'due', 'to', 'not', 'supporting', 'anything', 'older', 'than', 'tvs', 'from', 'this', 'year', 'my', 'smart', 'locks', 'also', 'need', 'an', 'additional', 'piece', 'of', 'equipment', 'in', 'order', 'to', 'connect', 'as', 'well', 'speakers', 'sound', 'great', 'and', 'works', 'very', 'well']","['doesnt', 'work', 'fairly', 'new', 'smart', 'tv', 'thats', 'mainly', 'tv', 'manufacturerslg', 'fault', 'due', 'supporting', 'anything', 'older', 'tvs', 'year', 'smart', 'locks', 'also', 'need', 'additional', 'piece', 'equipment', 'order', 'connect', 'well', 'speakers', 'sound', 'great', 'works', 'well']","['doesnt', 'work', 'fairly', 'new', 'smart', 'tv', 'thats', 'mainly', 'tv', 'manufacturerslg', 'fault', 'due', 'support', 'anything', 'old', 'tv', 'year', 'smart', 'lock', 'also', 'need', 'additional', 'piece', 'equipment', 'order', 'connect', 'well', 'speaker', 'sound', 'great', 'work', 'well']"
5,29-Jul-18,Charcoal Fabric ,Great sound from a little speaker,Positive,great sound from a little speaker,great sound from a little speaker,great sound from a little speaker,"['great', 'sound', 'from', 'a', 'little', 'speaker']","['great', 'sound', 'little', 'speaker']","['great', 'sound', 'little', 'speaker']"
5,29-Jul-18,Charcoal Fabric ,We enjoy it,Positive,we enjoy it,we enjoy it,we enjoy it,"['we', 'enjoy', 'it']",['enjoy'],['enjoy']
5,29-Jul-18,Sandstone Fabric , ,Positive, , , ,[],[],[]
5,29-Jul-18,Heather Gray Fabric ,Cool,Positive,cool,cool,cool,['cool'],['cool'],['cool']
4,29-Jul-18,Charcoal Fabric ,"Good quality, great sound quality",Positive,"good quality, great sound quality","good quality, great sound quality",good quality great sound quality,"['good', 'quality', 'great', 'sound', 'quality']","['good', 'quality', 'great', 'sound', 'quality']","['good', 'quality', 'great', 'sound', 'quality']"
5,29-Jul-18,Charcoal Fabric ,Works perfectly,Positive,works perfectly,works perfectly,works perfectly,"['works', 'perfectly']","['works', 'perfectly']","['work', 'perfectly']"
4,29-Jul-18,Heather Gray Fabric ,"Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker.",Positive,"great product. sometimes alexa does not understand some commands for my fire tv. all in all, this is a fabulous speaker.","great product. sometimes alexa does not understand some commands for my fire tv. all in all, this is a fabulous speaker.",great product sometimes alexa does not understand some commands for my fire tv all in all this is a fabulous speaker,"['great', 'product', 'sometimes', 'alexa', 'does', 'not', 'understand', 'some', 'commands', 'for', 'my', 'fire', 'tv', 'all', 'in', 'all', 'this', 'is', 'a', 'fabulous', 'speaker']","['great', 'product', 'sometimes', 'alexa', 'understand', 'commands', 'fire', 'tv', 'fabulous', 'speaker']","['great', 'product', 'sometimes', 'alexa', 'understand', 'command', 'fire', 'tv', 'fabulous', 'speaker']"
4,29-Jul-18,Charcoal Fabric ,Love my Echo great sound very smart!,Positive,love my echo great sound very smart!,love my echo great sound very smart!,love my echo great sound very smart,"['love', 'my', 'echo', 'great', 'sound', 'very', 'smart']","['love', 'echo', 'great', 'sound', 'smart']","['love', 'echo', 'great', 'sound', 'smart']"
5,29-Jul-18,Heather Gray Fabric ,Sure did !! Love it !!,Positive,sure did !! love it !!,sure did !! love it !!,sure did  love it ,"['sure', 'did', 'love', 'it']","['sure', 'love']","['sure', 'love']"
5,29-Jul-18,Charcoal Fabric ,plays great,Positive,plays great,plays great,plays great,"['plays', 'great']","['plays', 'great']","['play', 'great']"
5,29-Jul-18,Charcoal Fabric ,Works absolutely great,Positive,works absolutely great,works absolutely great,works absolutely great,"['works', 'absolutely', 'great']","['works', 'absolutely', 'great']","['work', 'absolutely', 'great']"
5,29-Jul-18,Charcoal Fabric ,Very amazing product. Great sound quality.,Positive,very amazing product. great sound quality.,very amazing product. great sound quality.,very amazing product great sound quality,"['very', 'amazing', 'product', 'great', 'sound', 'quality']","['amazing', 'product', 'great', 'sound', 'quality']","['amaze', 'product', 'great', 'sound', 'quality']"
5,29-Jul-18,Charcoal Fabric ,Best thing I've invested in in a while thank you so much 😁😁😁😁,Positive,best thing i've invested in in a while thank you so much 😁😁😁😁,best thing i've invested in in a while thank you so much 😁😁😁😁,best thing ive invested in in a while thank you so much 😁😁😁😁,"['best', 'thing', 'ive', 'invested', 'in', 'in', 'a', 'while', 'thank', 'you', 'so', 'much', '😁😁😁😁']","['best', 'thing', 'ive', 'invested', 'thank', 'much', '😁😁😁😁']","['best', 'thing', 'ive', 'invest', 'thank', 'much', '😁😁😁😁']"
5,29-Jul-18,Charcoal Fabric ,"I am extremely impressed with this item. Bought it from the &#34;warehouse&#34; or &#34;outlet&#34; with a &#34;minor imperfection. Can't tell it even has one. works great. Didn't come in packaging, but it was sealed up and had no damage and wasn't missing anything. I like the sound quality, I see some knock it. It's not a BOSE but it's more than great for our family. Easy to use, minor learning curve as it learns your voice. It integrates seamlessly with my other amazon services.Can't wait to get for my classroom too! It's a lot of fun even just as a speaker, let alone what I plan to do with it.",Positive,"i am extremely impressed with this item. bought it from the &#34;warehouse&#34; or &#34;outlet&#34; with a &#34;minor imperfection. can't tell it even has one. works great. didn't come in packaging, but it was sealed up and had no damage and wasn't missing anything. i like the sound quality, i see some knock it. it's not a bose but it's more than great for our family. easy to use, minor learning curve as it learns your voice. it integrates seamlessly with my other amazon services.can't wait to get for my classroom too! it's a lot of fun even just as a speaker, let alone what i plan to do with it.","i am extremely impressed with this item. bought it from the &#;warehouse&#; or &#;outlet&#; with a &#;minor imperfection. can't tell it even has one. works great. didn't come in packaging, but it was sealed up and had no damage and wasn't missing anything. i like the sound quality, i see some knock it. it's not a bose but it's more than great for our family. easy to use, minor learning curve as it learns your voice. it integrates seamlessly with my other amazon services.can't wait to get for my classroom too! it's a lot of fun even just as a speaker, let alone what i plan to do with it.",i am extremely impressed with this item bought it from the warehouse or outlet with a minor imperfection cant tell it even has one works great didnt come in packaging but it was sealed up and had no damage and wasnt missing anything i like the sound quality i see some knock it its not a bose but its more than great for our family easy to use minor learning curve as it learns your voice it integrates seamlessly with my other amazon servicescant wait to get for my classroom too its a lot of fun even just as a speaker let alone what i plan to do with it,"['i', 'am', 'extremely', 'impressed', 'with', 'this', 'item', 'bought', 'it', 'from', 'the', 'warehouse', 'or', 'outlet', 'with', 'a', 'minor', 'imperfection', 'cant', 'tell', 'it', 'even', 'has', 'one', 'works', 'great', 'didnt', 'come', 'in', 'packaging', 'but', 'it', 'was', 'sealed', 'up', 'and', 'had', 'no', 'damage', 'and', 'wasnt', 'missing', 'anything', 'i', 'like', 'the', 'sound', 'quality', 'i', 'see', 'some', 'knock', 'it', 'its', 'not', 'a', 'bose', 'but', 'its', 'more', 'than', 'great', 'for', 'our', 'family', 'easy', 'to', 'use', 'minor', 'learning', 'curve', 'as', 'it', 'learns', 'your', 'voice', 'it', 'integrates', 'seamlessly', 'with', 'my', 'other', 'amazon', 'servicescant', 'wait', 'to', 'get', 'for', 'my', 'classroom', 'too', 'its', 'a', 'lot', 'of', 'fun', 'even', 'just', 'as', 'a', 'speaker', 'let', 'alone', 'what', 'i', 'plan', 'to', 'do', 'with', 'it']","['extremely', 'impressed', 'item', 'bought', 'warehouse', 'outlet', 'minor', 'imperfection', 'cant', 'tell', 'even', 'one', 'works', 'great', 'didnt', 'come', 'packaging', 'sealed', 'damage', 'wasnt', 'missing', 'anything', 'like', 'sound', 'quality', 'see', 'knock', 'bose', 'great', 'family', 'easy', 'use', 'minor', 'learning', 'curve', 'learns', 'voice', 'integrates', 'seamlessly', 'amazon', 'servicescant', 'wait', 'get', 'classroom', 'lot', 'fun', 'even', 'speaker', 'let', 'alone', 'plan']","['extremely', 'impressed', 'item', 'bought', 'warehouse', 'outlet', 'minor', 'imperfection', 'cant', 'tell', 'even', 'one', 'work', 'great', 'didnt', 'come', 'packaging', 'seal', 'damage', 'wasnt', 'miss', 'anything', 'like', 'sound', 'quality', 'see', 'knock', 'bose', 'great', 'family', 'easy', 'use', 'minor', 'learn', 'curve', 'learns', 'voice', 'integrates', 'seamlessly', 'amazon', 'servicescant', 'wait', 'get', 'classroom', 'lot', 'fun', 'even', 'speaker', 'let', 'alone', 'plan']"
5,29-Jul-18,Sandstone Fabric ,"I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!",Positive,"i love my echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!","i love my echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!",i love my echo show  and now i have this in my bedroom and its wonderful music info sleeping sounds,"['i', 'love', 'my', 'echo', 'show', 'and', 'now', 'i', 'have', 'this', 'in', 'my', 'bedroom', 'and', 'its', 'wonderful', 'music', 'info', 'sleeping', 'sounds']","['love', 'echo', 'show', 'bedroom', 'wonderful', 'music', 'info', 'sleeping', 'sounds']","['love', 'echo', 'show', 'bedroom', 'wonderful', 'music', 'info', 'sleep', 'sound']"
5,29-Jul-18,Sandstone Fabric ,"Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!",Positive,"awesome life changer! seriously, i am able to start my morning with alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. she has gotten used to my voice, that i can be in another room and she will &#34;listen&#34; to what i say. i love both my echos!!! don't hesitate, get one and for the price, the speaker is unbelievable. i am buying the cordless holder, so i can take the echo anywhere. love my purchase and love alexa!!!!","awesome life changer! seriously, i am able to start my morning with alexa, by having her &#;wake&#;me up with  her alarm and then playing me some music. she has gotten used to my voice, that i can be in another room and she will &#;listen&#; to what i say. i love both my echos!!! don't hesitate, get one and for the price, the speaker is unbelievable. i am buying the cordless holder, so i can take the echo anywhere. love my purchase and love alexa!!!!",awesome life changer seriously i am able to start my morning with alexa by having her wakeme up with  her alarm and then playing me some music she has gotten used to my voice that i can be in another room and she will listen to what i say i love both my echos dont hesitate get one and for the price the speaker is unbelievable i am buying the cordless holder so i can take the echo anywhere love my purchase and love alexa,"['awesome', 'life', 'changer', 'seriously', 'i', 'am', 'able', 'to', 'start', 'my', 'morning', 'with', 'alexa', 'by', 'having', 'her', 'wakeme', 'up', 'with', 'her', 'alarm', 'and', 'then', 'playing', 'me', 'some', 'music', 'she', 'has', 'gotten', 'used', 'to', 'my', 'voice', 'that', 'i', 'can', 'be', 'in', 'another', 'room', 'and', 'she', 'will', 'listen', 'to', 'what', 'i', 'say', 'i', 'love', 'both', 'my', 'echos', 'dont', 'hesitate', 'get', 'one', 'and', 'for', 'the', 'price', 'the', 'speaker', 'is', 'unbelievable', 'i', 'am', 'buying', 'the', 'cordless', 'holder', 'so', 'i', 'can', 'take', 'the', 'echo', 'anywhere', 'love', 'my', 'purchase', 'and', 'love', 'alexa']","['awesome', 'life', 'changer', 'seriously', 'able', 'start', 'morning', 'alexa', 'wakeme', 'alarm', 'playing', 'music', 'gotten', 'used', 'voice', 'another', 'room', 'listen', 'say', 'love', 'echos', 'dont', 'hesitate', 'get', 'one', 'price', 'speaker', 'unbelievable', 'buying', 'cordless', 'holder', 'take', 'echo', 'anywhere', 'love', 'purchase', 'love', 'alexa']","['awesome', 'life', 'changer', 'seriously', 'able', 'start', 'morning', 'alexa', 'wakeme', 'alarm', 'play', 'music', 'gotten', 'use', 'voice', 'another', 'room', 'listen', 'say', 'love', 'echo', 'dont', 'hesitate', 'get', 'one', 'price', 'speaker', 'unbelievable', 'buying', 'cordless', 'holder', 'take', 'echo', 'anywhere', 'love', 'purchase', 'love', 'alexa']"
2,29-Jul-18,Sandstone Fabric ,"I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again.",Negative,"i am not super impressed with alexa. when my prime lapsed, she wouldn't play anything. she isn't smart enough to differentiate among spotify accounts so we can't use it for that either. she randomly speaks up when nobody is talking to her. just today i unplugged her...not sure i'll ever use my alexa again.","i am not super impressed with alexa. when my prime lapsed, she wouldn't play anything. she isn't smart enough to differentiate among spotify accounts so we can't use it for that either. she randomly speaks up when nobody is talking to her. just today i unplugged her...not sure i'll ever use my alexa again.",i am not super impressed with alexa when my prime lapsed she wouldnt play anything she isnt smart enough to differentiate among spotify accounts so we cant use it for that either she randomly speaks up when nobody is talking to her just today i unplugged hernot sure ill ever use my alexa again,"['i', 'am', 'not', 'super', 'impressed', 'with', 'alexa', 'when', 'my', 'prime', 'lapsed', 'she', 'wouldnt', 'play', 'anything', 'she', 'isnt', 'smart', 'enough', 'to', 'differentiate', 'among', 'spotify', 'accounts', 'so', 'we', 'cant', 'use', 'it', 'for', 'that', 'either', 'she', 'randomly', 'speaks', 'up', 'when', 'nobody', 'is', 'talking', 'to', 'her', 'just', 'today', 'i', 'unplugged', 'hernot', 'sure', 'ill', 'ever', 'use', 'my', 'alexa', 'again']","['super', 'impressed', 'alexa', 'prime', 'lapsed', 'wouldnt', 'play', 'anything', 'isnt', 'smart', 'enough', 'differentiate', 'among', 'spotify', 'accounts', 'cant', 'use', 'either', 'randomly', 'speaks', 'nobody', 'talking', 'today', 'unplugged', 'hernot', 'sure', 'ill', 'ever', 'use', 'alexa']","['super', 'impressed', 'alexa', 'prime', 'lapse', 'wouldnt', 'play', 'anything', 'isnt', 'smart', 'enough', 'differentiate', 'among', 'spotify', 'account', 'cant', 'use', 'either', 'randomly', 'speaks', 'nobody', 'talk', 'today', 'unplugged', 'hernot', 'sure', 'ill', 'ever', 'use', 'alexa']"
5,29-Jul-18,Charcoal Fabric ,I like everything about it !!!,Positive,i like everything about it !!!,i like everything about it !!!,i like everything about it ,"['i', 'like', 'everything', 'about', 'it']","['like', 'everything']","['like', 'everything']"
5,29-Jul-18,Heather Gray Fabric ,Liked 100%,Positive,liked 100%,liked %,liked ,['liked'],['liked'],['like']
5,29-Jul-18,Charcoal Fabric ,Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.,Positive,never had any issue with buying use electronics as long as i get the good or like new. just read the comment to see why it is used.,never had any issue with buying use electronics as long as i get the good or like new. just read the comment to see why it is used.,never had any issue with buying use electronics as long as i get the good or like new just read the comment to see why it is used,"['never', 'had', 'any', 'issue', 'with', 'buying', 'use', 'electronics', 'as', 'long', 'as', 'i', 'get', 'the', 'good', 'or', 'like', 'new', 'just', 'read', 'the', 'comment', 'to', 'see', 'why', 'it', 'is', 'used']","['never', 'issue', 'buying', 'use', 'electronics', 'long', 'get', 'good', 'like', 'new', 'read', 'comment', 'see', 'used']","['never', 'issue', 'buying', 'use', 'electronics', 'long', 'get', 'good', 'like', 'new', 'read', 'comment', 'see', 'use']"
5,29-Jul-18,Charcoal Fabric ,Our family really loves this new Echo,Positive,our family really loves this new echo,our family really loves this new echo,our family really loves this new echo,"['our', 'family', 'really', 'loves', 'this', 'new', 'echo']","['family', 'really', 'loves', 'new', 'echo']","['family', 'really', 'love', 'new', 'echo']"
